StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,SrcPkts
2021/04/30 05:38:40.783109,0.000026,icmp,47.246.47.132,0x0008,  <->,159.65.26.180,0x0400,ECO,0,0,2,196,98,1
2021/04/30 05:38:41.783184,0.000028,icmp,47.246.47.132,0x0008,  <->,159.65.26.180,0x0400,ECO,0,0,2,196,98,1
2021/04/30 05:38:42.783397,0.000026,icmp,47.246.47.132,0x0008,  <->,159.65.26.180,0x0400,ECO,0,0,2,196,98,1
2021/04/30 05:38:46.617654,0.000032,tcp,222.247.7.73,19812,   ->,159.65.26.180,23,S_RA,0,0,2,128,74,1
2021/04/30 05:38:51.499760,0.050032,tcp,45.143.200.34,55710,   ->,159.65.26.180,11219,SR_RA,0,0,3,166,112,2
2021/04/30 05:38:58.383194,0.000034,tcp,209.141.40.103,43836,   ->,159.65.26.180,8080,S_RA,0,0,2,112,58,1
2021/04/30 05:39:03.031534,0.000026,tcp,192.241.215.186,58848,   ->,159.65.26.180,8983,S_RA,0,0,2,110,56,1
2021/04/30 05:39:09.122728,0.013805,tcp,45.144.214.17,56188,   ->,159.65.26.180,5197,SR_RA,0,0,3,166,112,2
2021/04/30 05:39:15.758673,0.023819,tcp,89.248.165.199,51460,   ->,159.65.26.180,5172,SR_RA,0,0,3,166,112,2
2021/04/30 05:39:26.641789,0.053248,tcp,45.143.200.34,55710,   ->,159.65.26.180,9108,SR_RA,0,0,3,166,112,2
2021/04/30 05:39:28.214021,0.576766,tcp,78.187.156.48,64947,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:39:33.615485,0.053600,tcp,45.146.164.106,58032,   ->,159.65.26.180,6752,SR_RA,0,0,3,166,112,2
2021/04/30 05:39:33.985371,0.730481,tcp,59.127.250.122,61258,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:39:46.934450,0.000026,tcp,159.65.64.53,57815,   ->,159.65.26.180,37446,S_RA,0,0,2,110,56,1
2021/04/30 05:39:50.340782,0.060823,tcp,75.119.136.8,44808,   ->,159.65.26.180,44329,SR_RA,0,0,3,166,112,2
2021/04/30 05:39:50.667251,0.053371,tcp,45.146.164.243,49378,   ->,159.65.26.180,6730,SR_RA,0,0,3,166,112,2
2021/04/30 05:39:59.851138,0.019753,tcp,188.166.125.72,53885,   ->,159.65.26.180,3389,SR_RA,0,0,3,166,112,2
2021/04/30 05:40:24.371000,0.278426,tcp,45.145.66.91,55701,   ->,159.65.26.180,221,SR_RA,0,0,3,166,112,2
2021/04/30 05:40:25.732302,0.774255,tcp,103.146.196.178,54109,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:40:32.338766,0.000032,icmp,68.79.38.153,0x0008,  <->,159.65.26.180,0x1900,ECO,0,0,2,196,98,1
2021/04/30 05:40:40.770251,894.617981,icmp,69.235.184.21,0x0008,  <->,159.65.26.180,0x0900,ECO,0,0,4,392,196,2
2021/04/30 05:40:48.130671,0.000033,icmp,52.83.19.227,0x0008,  <->,159.65.26.180,0x0900,ECO,0,0,2,196,98,1
2021/04/30 05:40:53.328412,900.054993,icmp,13.245.27.191,0x0008,  <->,159.65.26.180,0x1c00,ECO,0,0,4,392,196,2
2021/04/30 05:41:37.492323,0.000027,tcp,74.120.14.17,29163,   ->,159.65.26.180,445,S_RA,32,32,2,112,58,1
2021/04/30 05:41:51.106442,0.000030,tcp,120.136.104.86,48127,   ->,159.65.26.180,23,S_RA,0,0,2,112,58,1
2021/04/30 05:41:52.000681,0.000025,tcp,185.142.236.34,28079,   ->,159.65.26.180,548,S_RA,0,0,2,112,58,1
2021/04/30 05:41:55.945161,0.046054,tcp,5.188.206.18,46983,   ->,159.65.26.180,32082,SR_RA,0,0,3,166,112,2
2021/04/30 05:42:02.807273,0.054969,tcp,45.143.200.34,55710,   ->,159.65.26.180,11171,SR_RA,0,0,3,166,112,2
2021/04/30 05:42:05.606687,0.000027,tcp,51.198.86.144,34621,   ->,159.65.26.180,2004,S_RA,0,0,2,128,74,1
2021/04/30 05:42:08.891815,0.008573,tcp,45.144.214.15,55679,   ->,159.65.26.180,4857,SR_RA,0,0,3,166,112,2
2021/04/30 05:42:26.193500,0.051426,tcp,45.146.164.243,49378,   ->,159.65.26.180,6255,SR_RA,0,0,3,166,112,2
2021/04/30 05:42:33.336854,0.051968,tcp,45.146.164.243,49378,   ->,159.65.26.180,6392,SR_RA,0,0,3,166,112,2
2021/04/30 05:42:45.289770,0.066932,tcp,45.143.200.34,55710,   ->,159.65.26.180,7591,SR_RA,0,0,3,166,112,2
2021/04/30 05:43:11.288874,0.000030,tcp,74.120.14.21,35441,   ->,159.65.26.180,8010,S_RA,32,32,2,112,58,1
2021/04/30 05:43:12.875075,0.019446,tcp,185.156.73.67,47472,   ->,159.65.26.180,13892,SR_RA,0,0,3,166,112,2
2021/04/30 05:43:31.029968,0.077517,tcp,103.145.13.243,48432,   ->,159.65.26.180,5038,SR_RA,40,40,3,166,112,2
2021/04/30 05:43:38.220615,0.046096,tcp,45.143.200.34,55710,   ->,159.65.26.180,10514,SR_RA,0,0,3,166,112,2
2021/04/30 05:43:40.164551,0.053138,tcp,45.146.164.243,49378,   ->,159.65.26.180,7332,SR_RA,0,0,3,166,112,2
2021/04/30 05:43:53.772072,0.065085,tcp,45.143.200.34,55710,   ->,159.65.26.180,11152,SR_RA,0,0,3,166,112,2
2021/04/30 05:43:57.202270,0.060189,tcp,45.143.200.34,55710,   ->,159.65.26.180,11302,SR_RA,0,0,3,166,112,2
2021/04/30 05:44:01.551801,0.042086,tcp,194.48.199.78,52215,   ->,159.65.26.180,7734,SR_RA,0,0,3,166,112,2
2021/04/30 05:44:02.179477,0.012228,tcp,92.63.197.86,57714,   ->,159.65.26.180,6212,SR_RA,0,0,3,166,112,2
2021/04/30 05:44:10.258837,0.152105,tcp,194.26.25.111,54880,   ->,159.65.26.180,3349,SR_RA,0,0,3,166,112,2
2021/04/30 05:44:18.147072,0.573359,tcp,31.28.210.130,11184,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:44:18.588672,0.000030,tcp,50.72.8.111,56916,   ->,159.65.26.180,445,S_RA,0,0,2,120,66,1
2021/04/30 05:44:21.464006,0.064881,tcp,45.143.200.34,55710,   ->,159.65.26.180,8049,SR_RA,0,0,3,166,112,2
2021/04/30 05:44:36.707618,0.049802,tcp,45.146.164.243,49378,   ->,159.65.26.180,5791,SR_RA,0,0,3,166,112,2
2021/04/30 05:45:19.275790,0.780005,tcp,115.84.224.194,52337,   ->,159.65.26.180,445,S_RA,0,0,4,232,124,2
2021/04/30 05:45:21.087674,0.007069,tcp,45.144.214.15,55679,   ->,159.65.26.180,4716,SR_RA,0,0,3,166,112,2
2021/04/30 05:45:23.461182,0.000026,tcp,111.7.96.177,18371,   ->,159.65.26.180,8116,S_RA,0,0,2,120,66,1
2021/04/30 05:45:32.145245,0.000034,icmp,52.82.110.101,0x0008,  <->,159.65.26.180,0x1900,ECO,0,0,2,196,98,1
2021/04/30 05:45:32.515118,0.000034,icmp,68.79.60.249,0x0008,  <->,159.65.26.180,0x0900,ECO,0,0,2,196,98,1
2021/04/30 05:45:45.713441,294.606049,icmp,69.235.184.31,0x0008,  <->,159.65.26.180,0x0900,ECO,0,0,4,392,196,2
2021/04/30 05:45:53.567654,300.302277,icmp,13.244.101.194,0x0008,  <->,159.65.26.180,0x1c00,ECO,0,0,4,392,196,2
2021/04/30 05:45:59.918182,0.010438,tcp,45.144.214.15,55679,   ->,159.65.26.180,4789,SR_RA,0,0,3,166,112,2
2021/04/30 05:46:01.254715,0.010165,tcp,92.63.197.83,57575,   ->,159.65.26.180,6146,SR_RA,0,0,3,166,112,2
2021/04/30 05:46:01.331323,0.016341,tcp,92.63.197.86,57714,   ->,159.65.26.180,6237,SR_RA,0,0,3,166,112,2
2021/04/30 05:46:12.294032,0.000026,tcp,80.82.77.227,48751,   ->,159.65.26.180,49152,S_RA,0,0,2,110,56,1
2021/04/30 05:46:18.213681,0.018868,tcp,92.63.197.95,57822,   ->,159.65.26.180,6551,SR_RA,0,0,3,166,112,2
2021/04/30 05:46:35.494239,0.763864,tcp,121.196.146.34,53789,   ->,159.65.26.180,2376,SR_RA,0,0,3,166,112,2
2021/04/30 05:46:41.281563,0.890594,tcp,193.148.69.3,54541,   ->,159.65.26.180,9080,SR_RA,0,0,3,166,112,2
2021/04/30 05:46:48.169808,0.774697,tcp,14.170.73.87,60202,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:46:56.059262,0.056892,tcp,45.146.164.243,49378,   ->,159.65.26.180,5619,SR_RA,0,0,3,166,112,2
2021/04/30 05:47:04.698090,0.000026,tcp,37.19.197.151,30287,   ->,159.65.26.180,50050,S_RA,0,0,2,112,58,1
2021/04/30 05:47:04.698090,0.000038,tcp,37.19.197.151,47829,   ->,159.65.26.180,1337,S_RA,0,0,2,112,58,1
2021/04/30 05:47:10.665932,0.397871,tcp,202.99.199.15,42716,   ->,159.65.26.180,8088,SR_RA,0,0,3,166,112,2
2021/04/30 05:47:32.405393,0.000032,tcp,162.142.125.167,14899,   ->,159.65.26.180,2303,S_RA,0,0,2,112,58,1
2021/04/30 05:47:46.230164,0.011694,tcp,92.63.197.86,57714,   ->,159.65.26.180,6245,SR_RA,0,0,3,166,112,2
2021/04/30 05:48:00.563565,0.047462,tcp,45.143.200.34,55710,   ->,159.65.26.180,8868,SR_RA,0,0,3,166,112,2
2021/04/30 05:48:01.487215,0.688558,tcp,49.37.159.19,53253,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:48:27.062810,0.048636,tcp,45.143.200.34,55710,   ->,159.65.26.180,7961,SR_RA,0,0,3,166,112,2
2021/04/30 05:48:38.796157,0.061849,tcp,45.143.200.34,55710,   ->,159.65.26.180,11287,SR_RA,0,0,3,166,112,2
2021/04/30 05:48:46.202335,0.047110,tcp,45.146.164.243,49378,   ->,159.65.26.180,6975,SR_RA,0,0,3,166,112,2
2021/04/30 05:48:46.809454,0.061254,tcp,87.251.70.87,52506,   ->,159.65.26.180,10443,SR_RA,0,0,3,166,112,2
2021/04/30 05:49:10.945703,0.000036,tcp,46.148.20.13,60000,   ->,159.65.26.180,1991,S_RA,40,40,2,110,56,1
2021/04/30 05:49:11.540298,0.047359,tcp,45.143.200.34,55710,   ->,159.65.26.180,9006,SR_RA,0,0,3,166,112,2
2021/04/30 05:49:16.155597,0.071421,tcp,45.143.200.34,55710,   ->,159.65.26.180,9809,SR_RA,0,0,3,166,112,2
2021/04/30 05:49:29.854448,0.561194,tcp,80.237.66.25,50644,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:49:44.145728,0.006954,tcp,45.144.214.17,56188,   ->,159.65.26.180,5196,SR_RA,0,0,3,166,112,2
2021/04/30 05:50:31.980198,0.000031,icmp,68.79.60.249,0x0008,  <->,159.65.26.180,0x1900,ECO,0,0,2,196,98,1
2021/04/30 05:50:34.275502,0.009743,tcp,92.63.197.58,57104,   ->,159.65.26.180,5754,SR_RA,0,0,3,166,112,2
2021/04/30 05:50:37.778759,295.000397,icmp,161.189.103.132,0x0008,  <->,159.65.26.180,0x0900,ECO,0,0,4,392,196,2
2021/04/30 05:50:43.029790,0.055907,tcp,45.143.200.34,55710,   ->,159.65.26.180,8850,SR_RA,0,0,3,166,112,2
2021/04/30 05:50:49.154175,299.436737,icmp,69.231.137.82,0x0008,  <->,159.65.26.180,0x0b00,ECO,0,0,4,392,196,2
2021/04/30 05:50:52.447001,299.645691,icmp,69.231.137.82,0x0008,  <->,159.65.26.180,0x0e00,ECO,0,0,4,392,196,2
2021/04/30 05:50:52.775002,0.013267,tcp,92.63.197.95,57822,   ->,159.65.26.180,6430,SR_RA,0,0,3,166,112,2
2021/04/30 05:51:08.061867,0.709802,tcp,183.17.229.120,54685,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:51:08.775554,1.579332,tcp,113.184.190.111,57005,   ->,159.65.26.180,445,S_RA,0,0,6,356,194,3
2021/04/30 05:51:28.795638,0.940553,tcp,159.75.125.202,54663,   ->,159.65.26.180,8088,SR_RA,0,0,3,166,112,2
2021/04/30 05:51:35.275119,273.674835,icmp,69.235.184.3,0x0008,  <->,159.65.26.180,0x1b00,ECO,0,0,4,392,196,2
2021/04/30 05:51:36.627042,0.000027,tcp,185.188.99.16,55297,   ->,159.65.26.180,23,S_RA,0,0,2,112,58,1
2021/04/30 05:51:36.869949,0.000028,tcp,146.185.25.177,2083,   ->,159.65.26.180,2083,S_RA,0,0,2,110,56,1
2021/04/30 05:51:47.691116,0.508611,tcp,121.196.168.79,54642,   ->,159.65.26.180,2375,SR_RA,0,0,3,166,112,2
2021/04/30 05:51:50.043311,0.370429,tcp,120.27.225.88,48807,   ->,159.65.26.180,2375,SR_RA,0,0,3,166,112,2
2021/04/30 05:52:24.018558,0.046190,tcp,45.143.200.34,55710,   ->,159.65.26.180,11311,SR_RA,0,0,3,166,112,2
2021/04/30 05:52:32.938657,0.000024,tcp,123.160.221.11,35677,   ->,159.65.26.180,8653,S_RA,0,0,2,120,66,1
2021/04/30 05:52:49.414297,0.683604,tcp,101.51.217.84,62334,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:52:53.223015,0.000048,tcp,39.97.64.8,58518,   ->,159.65.26.180,6379,S_RA,20,20,2,128,74,1
2021/04/30 05:53:10.926739,0.000025,tcp,221.120.237.146,13026,   ->,159.65.26.180,445,S_RA,0,0,2,116,62,1
2021/04/30 05:53:11.624523,0.000025,tcp,221.120.237.146,31717,   ->,159.65.26.180,445,S_RA,0,0,2,116,62,1
2021/04/30 05:53:11.643422,0.063129,tcp,45.143.200.34,55710,   ->,159.65.26.180,10962,SR_RA,0,0,3,166,112,2
2021/04/30 05:53:32.269477,0.000032,udp,146.88.240.4,41560,   ->,159.65.26.180,17,INT,0,,1,56,56,1
2021/04/30 05:53:48.413227,0.795787,tcp,183.88.218.55,57460,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:53:49.457560,0.545168,tcp,194.224.6.172,42208,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:54:06.910078,0.727100,tcp,42.116.164.125,5009,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:54:09.237998,0.341776,tcp,119.23.107.89,54646,   ->,159.65.26.180,8088,SR_RA,0,0,3,166,112,2
2021/04/30 05:54:11.084498,0.671932,tcp,117.196.243.251,51336,   ->,159.65.26.180,445,S_RA,0,0,4,232,124,2
2021/04/30 05:54:21.893049,0.000028,tcp,167.248.133.72,11989,   ->,159.65.26.180,8818,S_RA,0,0,2,112,58,1
2021/04/30 05:54:30.926486,0.015214,tcp,92.63.197.53,56750,   ->,159.65.26.180,5293,SR_RA,0,0,3,166,112,2
2021/04/30 05:54:33.455950,0.014095,tcp,92.63.197.53,56750,   ->,159.65.26.180,5276,SR_RA,0,0,3,166,112,2
2021/04/30 05:54:39.756931,0.009134,tcp,92.63.197.83,57575,   ->,159.65.26.180,6113,SR_RA,0,0,3,166,112,2
2021/04/30 05:55:30.503735,0.000026,tcp,74.120.14.70,4711,   ->,159.65.26.180,9014,S_RA,32,32,2,112,58,1
2021/04/30 05:55:37.060476,0.000042,icmp,161.189.68.175,0x0008,  <->,159.65.26.180,0x1900,ECO,0,0,2,196,98,1
2021/04/30 05:55:44.383026,0.045406,tcp,45.146.164.243,49378,   ->,159.65.26.180,7234,SR_RA,0,0,3,166,112,2
2021/04/30 05:55:45.262587,0.050433,tcp,45.143.200.34,55710,   ->,159.65.26.180,8674,SR_RA,0,0,3,166,112,2
2021/04/30 05:55:52.915948,0.000032,tcp,185.173.35.13,61889,   ->,159.65.26.180,5984,S_RA,64,64,2,112,58,1
2021/04/30 05:56:07.173887,1.469568,tcp,190.110.179.71,65451,   ->,159.65.26.180,445,S_RA,0,0,6,356,194,3
2021/04/30 05:56:13.734375,0.000028,tcp,161.35.213.88,39817,   ->,159.65.26.180,5445,S_RA,0,0,2,110,56,1
2021/04/30 05:56:14.308448,0.012795,tcp,37.49.229.219,48514,   ->,159.65.26.180,5060,SR_RA,0,0,3,166,112,2
2021/04/30 05:56:14.744043,0.046374,tcp,45.146.164.243,49378,   ->,159.65.26.180,5989,SR_RA,0,0,3,166,112,2
2021/04/30 05:56:23.727023,0.729638,tcp,58.69.139.243,49604,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:56:25.081213,0.000029,tcp,103.58.154.146,28358,   ->,159.65.26.180,445,S_RA,0,0,2,120,66,1
2021/04/30 05:56:25.782409,0.000026,tcp,103.58.154.146,28132,   ->,159.65.26.180,445,S_RA,32,32,2,120,66,1
2021/04/30 05:57:10.697406,0.041768,tcp,45.143.200.34,55710,   ->,159.65.26.180,8112,SR_RA,0,0,3,166,112,2
2021/04/30 05:57:12.532667,0.007660,tcp,45.144.214.15,55679,   ->,159.65.26.180,4821,SR_RA,0,0,3,166,112,2
2021/04/30 05:57:15.402595,0.670163,tcp,162.216.141.53,10082,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:57:53.208231,0.000034,tcp,120.48.15.174,56250,   ->,159.65.26.180,6379,S_RA,0,0,2,128,74,1
2021/04/30 05:58:24.256388,0.025447,tcp,188.166.125.72,55027,   ->,159.65.26.180,3389,SR_RA,0,0,3,166,112,2
2021/04/30 05:58:31.030087,0.133340,tcp,194.26.25.111,54880,   ->,159.65.26.180,2020,SR_RA,0,0,3,166,112,2
2021/04/30 05:58:41.623277,0.061877,tcp,45.143.200.34,55710,   ->,159.65.26.180,9990,SR_RA,0,0,3,166,112,2
2021/04/30 05:58:59.511197,0.609283,tcp,204.48.91.107,53898,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 05:59:07.857633,0.870219,tcp,82.202.197.233,49338,   ->,159.65.26.180,10437,SR_RA,0,0,3,166,112,2
2021/04/30 05:59:23.962324,0.000037,tcp,45.129.136.15,65532,   ->,159.65.26.180,3223,S_RA,0,0,2,110,56,1
2021/04/30 05:59:23.962324,0.000049,tcp,45.129.136.15,65532,   ->,159.65.26.180,3883,S_RA,0,0,2,110,56,1
2021/04/30 05:59:23.962325,0.000050,tcp,45.129.136.15,65532,   ->,159.65.26.180,3443,S_RA,0,0,2,110,56,1
2021/04/30 05:59:23.962325,0.000052,tcp,45.129.136.15,65532,   ->,159.65.26.180,3663,S_RA,0,0,2,110,56,1
2021/04/30 05:59:23.962379,0.000003,tcp,45.129.136.15,65532,   ->,159.65.26.180,3113,S_RA,0,0,2,110,56,1
2021/04/30 05:59:23.962379,0.000005,tcp,45.129.136.15,65532,   ->,159.65.26.180,3003,S_RA,0,0,2,110,56,1
2021/04/30 05:59:23.963617,0.000013,tcp,45.129.136.15,65532,   ->,159.65.26.180,3553,S_RA,0,0,2,110,56,1
2021/04/30 05:59:23.963767,0.000016,tcp,45.129.136.15,65532,   ->,159.65.26.180,3993,S_RA,0,0,2,110,56,1
2021/04/30 05:59:23.963767,0.000025,tcp,45.129.136.15,65532,   ->,159.65.26.180,3773,S_RA,0,0,2,110,56,1
2021/04/30 05:59:24.817902,0.000032,tcp,192.241.217.134,36391,   ->,159.65.26.180,554,S_RA,0,0,2,110,56,1
2021/04/30 05:59:32.099571,0.000033,tcp,113.122.43.51,44140,   ->,159.65.26.180,445,S_RA,0,0,2,120,66,1
2021/04/30 05:59:32.838773,0.000025,tcp,113.122.43.51,44160,   ->,159.65.26.180,445,S_RA,0,0,2,120,66,1
2021/04/30 05:59:50.086243,0.000025,tcp,89.248.165.52,57863,   ->,159.65.26.180,9999,S_RA,0,0,2,110,56,1
2021/04/30 06:00:00.000000,1590.057251,arp,159.65.16.1,,  who,159.65.26.180,,CON,,,4,205,121,2
2021/04/30 06:00:05.499381,0.012558,tcp,92.63.197.95,57822,   ->,159.65.26.180,6416,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:10.938468,0.102531,tcp,85.119.151.253,55210,   ->,159.65.26.180,8080,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:11.185648,0.113718,tcp,85.119.151.253,55210,   ->,159.65.26.180,3128,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:11.354979,0.144282,tcp,85.119.151.253,55210,   ->,159.65.26.180,4448,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:14.553736,0.000040,udp,209.222.101.221,36639,   ->,159.65.26.180,389,INT,0,,1,95,95,1
2021/04/30 06:00:15.221108,0.047489,tcp,45.146.164.243,49378,   ->,159.65.26.180,7458,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:21.376876,0.056874,tcp,85.119.151.254,55217,   ->,159.65.26.180,1080,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:22.322124,0.055860,tcp,85.119.151.254,55217,   ->,159.65.26.180,3128,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:24.330664,0.073374,tcp,85.119.151.254,55217,   ->,159.65.26.180,8080,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:24.812910,0.060890,tcp,85.119.151.254,55217,   ->,159.65.26.180,4802,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:25.738031,0.000040,tcp,181.133.96.83,53351,   ->,159.65.26.180,23,S_RA,0,0,2,110,56,1
2021/04/30 06:00:26.318532,0.014132,tcp,92.63.197.53,56750,   ->,159.65.26.180,5244,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:32.397661,0.744728,tcp,219.109.231.159,50042,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 06:00:39.561908,0.000033,tcp,138.201.118.44,443,   ->,159.65.26.180,34346,SA_R,0,0,2,112,58,1
2021/04/30 06:00:42.338868,0.049452,tcp,45.146.164.243,49378,   ->,159.65.26.180,5854,SR_RA,0,0,3,166,112,2
2021/04/30 06:00:44.428348,0.699641,tcp,182.52.63.31,56285,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 06:00:48.925892,0.000027,icmp,52.82.34.103,0x0008,  <->,159.65.26.180,0x0b00,ECO,0,0,2,196,98,1
2021/04/30 06:00:52.178130,0.000028,icmp,52.82.34.103,0x0008,  <->,159.65.26.180,0x0e00,ECO,0,0,2,196,98,1
2021/04/30 06:00:56.332648,0.025890,tcp,89.248.165.199,51460,   ->,159.65.26.180,5161,SR_RA,0,0,3,166,112,2
2021/04/30 06:01:05.166646,0.764615,tcp,14.224.106.206,60436,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 06:01:28.164378,0.073349,tcp,94.232.45.180,51088,   ->,159.65.26.180,27000,SR_RA,0,0,3,166,112,2
2021/04/30 06:01:34.866756,0.000048,icmp,69.235.184.11,0x0008,  <->,159.65.26.180,0x1b00,ECO,0,0,2,196,98,1
2021/04/30 06:01:42.060338,0.000026,tcp,205.185.127.25,46955,   ->,159.65.26.180,5555,S_RA,0,0,2,112,58,1
2021/04/30 06:01:57.264940,0.107900,tcp,78.128.113.250,56597,   ->,159.65.26.180,3350,SR_RA,0,0,3,166,112,2
2021/04/30 06:02:03.867730,0.000029,tcp,117.50.99.165,55198,   ->,159.65.26.180,8088,S_RA,0,0,2,110,56,1
2021/04/30 06:02:12.214428,0.062517,tcp,45.146.165.75,54870,   ->,159.65.26.180,3414,SR_RA,0,0,3,166,112,2
2021/04/30 06:02:20.212050,0.000027,tcp,162.142.125.16,30799,   ->,159.65.26.180,8888,S_RA,0,0,2,112,58,1
2021/04/30 06:02:23.051113,0.052115,tcp,45.146.164.106,58032,   ->,159.65.26.180,6673,SR_RA,0,0,3,166,112,2
2021/04/30 06:02:29.085127,0.141860,tcp,75.119.136.8,44808,   ->,159.65.26.180,8044,SR_RA,0,0,3,166,112,2
2021/04/30 06:03:04.993785,0.000036,tcp,31.210.21.105,51173,   ->,159.65.26.180,26,S_RA,0,0,2,110,56,1
2021/04/30 06:03:17.594236,0.556638,tcp,85.62.33.201,56073,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 06:03:19.226145,0.000024,tcp,83.239.90.174,20157,   ->,159.65.26.180,445,S_RA,0,0,2,120,66,1
2021/04/30 06:03:19.816952,0.000024,tcp,83.239.90.174,33177,   ->,159.65.26.180,445,S_RA,0,0,2,120,66,1
2021/04/30 06:03:42.381994,0.000026,tcp,42.194.196.55,60202,   ->,159.65.26.180,6379,S_RA,0,0,2,128,74,1
2021/04/30 06:03:46.317600,0.036480,tcp,89.248.165.201,40400,   ->,159.65.26.180,40615,SR_RA,0,0,3,166,112,2
2021/04/30 06:03:49.614061,0.000026,tcp,45.148.10.50,57008,   ->,159.65.26.180,23,S_RA,0,0,2,110,56,1
2021/04/30 06:03:52.291849,0.000033,tcp,51.222.26.69,443,   ->,159.65.26.180,24946,SA_R,36,36,2,110,56,1
2021/04/30 06:04:27.260610,0.000031,tcp,159.65.72.72,57819,   ->,159.65.26.180,6467,S_RA,0,0,2,110,56,1
2021/04/30 06:04:34.809331,0.000026,tcp,111.7.96.138,44903,   ->,159.65.26.180,8229,S_RA,0,0,2,120,66,1
2021/04/30 06:04:41.559314,0.014710,tcp,92.63.197.86,57714,   ->,159.65.26.180,6354,SR_RA,0,0,3,166,112,2
2021/04/30 06:04:44.697410,0.733257,tcp,125.31.29.114,65431,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 06:05:07.778902,0.000031,tcp,211.36.141.117,52907,   ->,159.65.26.180,22,S_RA,0,0,2,128,74,1
2021/04/30 06:05:08.067856,0.057588,tcp,45.146.164.243,49378,   ->,159.65.26.180,6851,SR_RA,0,0,3,166,112,2
2021/04/30 06:05:13.205846,0.042884,tcp,45.143.200.34,55710,   ->,159.65.26.180,10736,SR_RA,0,0,3,166,112,2
2021/04/30 06:05:25.852328,0.000027,tcp,192.241.219.38,41551,   ->,159.65.26.180,264,S_RA,0,0,2,110,56,1
2021/04/30 06:05:42.536724,0.299575,tcp,39.100.241.10,55419,   ->,159.65.26.180,8088,SR_RA,0,0,3,166,112,2
2021/04/30 06:05:48.996563,0.000028,icmp,69.230.248.227,0x0008,  <->,159.65.26.180,0x0b00,ECO,0,0,2,196,98,1
2021/04/30 06:05:52.157312,0.000034,icmp,69.230.248.227,0x0008,  <->,159.65.26.180,0x0e00,ECO,0,0,2,196,98,1
2021/04/30 06:06:09.382929,0.000031,icmp,69.235.184.1,0x0008,  <->,159.65.26.180,0x1b00,ECO,0,0,2,196,98,1
2021/04/30 06:06:10.369563,0.686202,tcp,218.65.96.111,20612,   ->,159.65.26.180,445,S_RA,0,0,4,240,132,2
2021/04/30 06:06:16.461836,0.045477,tcp,45.146.164.243,49378,   ->,159.65.26.180,6124,SR_RA,0,0,3,166,112,2
2021/04/30 06:07:02.622377,0.000028,tcp,123.160.221.51,60673,   ->,159.65.26.180,8009,S_RA,0,0,2,120,66,1
2021/04/30 06:07:03.626893,0.011975,tcp,92.63.197.86,57714,   ->,159.65.26.180,6359,SR_RA,0,0,3,166,112,2
2021/04/30 06:07:28.891826,0.000043,udp,185.36.81.57,5124,   ->,159.65.26.180,5080,INT,0,,1,453,453,1
2021/04/30 06:07:54.082440,0.000031,tcp,159.65.78.220,57823,   ->,159.65.26.180,60770,S_RA,0,0,2,110,56,1
2021/04/30 06:07:54.345321,0.000035,udp,146.88.240.4,52909,   ->,159.65.26.180,27960,INT,0,,1,56,56,1
2021/04/30 06:08:12.475413,0.000034,tcp,192.241.220.152,48517,   ->,159.65.26.180,9000,S_RA,0,0,2,110,56,1
